#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
167,Amed Rosario,NYM,157,655,15,75,72,19,4.70%,18.90%,0.144,0.338,0.287,0.323,0.432,0.318,0.317,101,1.5,2.1,-3.4,1.9
168,Andrew Benintendi,BOS,138,615,13,72,68,10,9.60%,22.80%,0.165,0.333,0.266,0.343,0.431,0.33,0.338,100,1.3,1.6,-11.3,1.2
169,Evan Longoria,SFG,129,508,20,59,69,3,8.50%,22.00%,0.183,0.291,0.254,0.325,0.437,0.322,0.351,100,-1.7,-1.6,6.2,2
170,Scott Kingery,PHI,126,500,19,64,55,15,6.80%,29.40%,0.216,0.337,0.258,0.315,0.474,0.329,0.316,100,4.2,4.3,1.4,2.1
171,Yasiel Puig,2 Tms,149,611,24,76,84,19,7.20%,21.80%,0.191,0.308,0.267,0.327,0.458,0.33,0.328,100,0.3,0.3,3.2,2.3
172,Brian Dozier,WSN,135,482,20,54,50,3,12.70%,21.80%,0.192,0.271,0.238,0.34,0.43,0.329,0.33,100,1.4,1.4,-0.5,1.6
173,Phillip Ervin,CIN,94,260,7,30,23,4,6.90%,24.20%,0.195,0.339,0.271,0.331,0.466,0.334,0.301,100,0.3,0.3,1.3,1
174,Derek Dietrich,CIN,113,306,19,41,43,1,9.20%,24.20%,0.275,0.176,0.187,0.328,0.462,0.334,0.342,100,0.8,0.8,-4.1,0.6
175,Travis d'Arnaud,3 Tms,103,391,16,52,69,0,8.20%,21.70%,0.182,0.281,0.251,0.312,0.433,0.314,0.335,100,-2.6,-3,4,1.5
176,Jason Heyward,CHC,147,589,21,78,62,8,11.50%,18.70%,0.177,0.281,0.251,0.343,0.429,0.328,0.323,100,2.6,2.3,2.7,2.3
177,Neil Walker,MIA,115,381,8,37,38,3,11.00%,20.20%,0.134,0.316,0.261,0.344,0.395,0.319,0.339,99,-0.4,-0.7,-4.2,0.7
178,Tim Beckham,SEA,88,328,15,39,47,1,6.40%,31.10%,0.224,0.305,0.237,0.293,0.461,0.315,0.297,99,-1.7,-2,-9.3,0.1
179,Hunter Renfroe,SDP,140,494,33,64,64,5,9.30%,31.20%,0.273,0.239,0.216,0.289,0.489,0.32,0.314,99,0.4,-0.1,2.3,1.7
180,Willy Adames,TBR,152,584,20,69,52,4,7.90%,26.20%,0.164,0.32,0.254,0.317,0.418,0.313,0.32,99,1.4,0.4,12.4,3.3
181,Renato Núñez,BAL,151,599,31,72,90,1,7.30%,23.90%,0.216,0.272,0.244,0.311,0.46,0.323,0.335,99,-1.3,-2.5,-18.6,0.1
182,Greg Garcia,SDP,134,372,4,52,31,0,14.20%,22.30%,0.106,0.323,0.248,0.364,0.354,0.319,0.294,98,-1.1,-1.9,0.7,1
183,Óscar Mercado,CLE,115,482,15,70,54,15,5.80%,17.40%,0.174,0.3,0.269,0.318,0.443,0.321,0.308,98,2.8,1.8,3.4,2.2
184,Joey Votto,CIN,142,608,15,79,47,5,12.50%,20.20%,0.15,0.313,0.261,0.357,0.411,0.332,0.347,98,-2.2,-3.5,-7.7,0.8
185,Brandon Belt,SFG,156,616,17,76,57,4,13.50%,20.60%,0.169,0.275,0.234,0.339,0.403,0.319,0.346,98,-3.9,-5.3,-8.9,0.5
186,Asdrúbal Cabrera,2 Tms,131,514,18,69,91,4,11.10%,20.00%,0.181,0.294,0.26,0.342,0.441,0.331,0.317,98,-3.6,-4.6,6.2,1.9
187,Jay Bruce,2 Tms,98,333,26,43,59,1,5.70%,24.60%,0.306,0.2,0.216,0.261,0.523,0.318,0.346,98,-0.6,-1.6,-3.3,0.6
188,Anthony Santander,BAL,93,405,20,46,59,1,4.70%,21.20%,0.216,0.285,0.261,0.297,0.476,0.321,0.319,97,-0.5,-2,-7,0.6
189,Miguel Cabrera,DET,136,549,12,41,59,0,8.70%,19.70%,0.116,0.336,0.282,0.346,0.398,0.318,0.331,97,-4.6,-6.7,-16,-0.3
190,Wil Myers,SDP,155,490,18,58,53,16,10.40%,34.30%,0.179,0.344,0.239,0.321,0.418,0.316,0.319,97,0,-2,-4.4,0.9
191,Adam Frazier,PIT,152,608,10,80,50,5,6.60%,12.30%,0.139,0.306,0.278,0.336,0.417,0.32,0.318,97,0.7,-2,9.3,2.6
192,José Osuna,PIT,95,285,10,41,36,0,6.30%,16.80%,0.192,0.285,0.264,0.31,0.456,0.32,0.329,96,-1.3,-2.7,-8.1,-0.2
193,Matt Carpenter,STL,129,492,15,59,46,6,12.80%,26.20%,0.166,0.285,0.226,0.334,0.392,0.315,0.321,96,-0.5,-2.9,4.3,1.7
194,David Fletcher,LAA,154,653,6,83,49,8,8.40%,9.80%,0.094,0.317,0.29,0.35,0.384,0.318,0.319,96,-1.1,-4.2,11.1,3
195,Michael Chavis,BOS,95,382,18,46,58,2,8.10%,33.20%,0.19,0.347,0.254,0.322,0.444,0.323,0.302,96,-2.1,-4,-0.3,0.9
196,Alex Gordon,KCR,150,633,13,77,76,5,8.10%,15.80%,0.129,0.301,0.266,0.345,0.396,0.319,0.33,95,-2.9,-6.6,-9.3,0.7
197,Hanser Alberto,BAL,139,550,12,62,51,4,2.90%,9.10%,0.116,0.318,0.305,0.329,0.422,0.318,0.3,95,-0.1,-3.4,4.9,2.1
198,Niko Goodrum,DET,112,472,12,61,45,12,9.70%,29.20%,0.173,0.338,0.248,0.322,0.421,0.315,0.303,95,5.7,2.7,8.1,2.7
199,Jorge Alfaro,MIA,130,465,18,44,57,4,4.70%,33.10%,0.162,0.364,0.262,0.312,0.425,0.312,0.324,95,-2.8,-6.1,3.2,1.2
200,Jordy Mercer,DET,74,271,9,24,22,0,4.80%,21.00%,0.168,0.316,0.27,0.31,0.438,0.314,0.315,94,0.4,-1.6,1.8,1
201,Nomar Mazara,TEX,116,469,19,69,66,4,6.00%,23.00%,0.2,0.312,0.268,0.318,0.469,0.327,0.338,94,-0.4,-3.9,-4.1,0.9
202,Robinson Canó,NYM,107,423,13,46,39,0,5.90%,16.30%,0.172,0.28,0.256,0.307,0.428,0.308,0.33,94,-1.2,-4.5,2.4,1.1
203,Pedro Severino,BAL,96,341,13,37,44,3,8.50%,21.40%,0.17,0.285,0.249,0.321,0.42,0.316,0.336,94,-1.5,-4.2,-7.4,0.1
204,Marwin Gonzalez,MIN,114,463,15,52,55,1,6.70%,21.20%,0.151,0.31,0.264,0.322,0.414,0.313,0.323,94,-1.4,-5.2,3.7,1.5
205,Colin Moran,PIT,149,503,13,46,80,0,6.00%,23.30%,0.152,0.341,0.277,0.322,0.429,0.315,0.314,93,-1.3,-5.7,-6,0.4
206,Stephen Piscotty,OAK,93,393,13,46,44,2,7.40%,21.40%,0.162,0.289,0.249,0.309,0.412,0.306,0.318,93,0.2,-3.5,-4,0.7
207,Josh Reddick,HOU,141,550,14,57,56,5,6.50%,12.00%,0.134,0.288,0.275,0.319,0.409,0.308,0.316,92,-0.1,-5.4,-6.4,0.8
208,JaCoby Jones,DET,88,333,11,39,26,7,8.10%,28.20%,0.195,0.304,0.235,0.31,0.43,0.311,0.327,92,3.2,0,-2.6,0.9
209,Eric Hosmer,SDP,160,667,22,72,99,0,6.00%,24.40%,0.16,0.323,0.265,0.31,0.425,0.309,0.304,92,-5.7,-12.5,-18.3,-0.9
210,Harold Ramírez,MIA,119,446,11,54,50,2,4.00%,20.40%,0.14,0.328,0.276,0.312,0.416,0.308,0.301,92,0.1,-4.5,-9,0.1
211,Victor Robles,WSN,155,617,17,86,65,28,5.70%,22.70%,0.165,0.31,0.255,0.326,0.419,0.317,0.294,92,4.2,-2.4,20.7,3.7
212,Dansby Swanson,ATL,127,545,17,77,65,10,9.40%,22.80%,0.172,0.3,0.251,0.325,0.422,0.317,0.35,91,2.8,-3.3,5.7,1.9
213,César Hernández,PHI,161,667,14,77,71,9,6.70%,15.00%,0.129,0.313,0.279,0.333,0.408,0.315,0.302,91,0.6,-7,3.3,1.7
214,Rowdy Tellez,TOR,111,409,21,49,54,1,7.10%,28.40%,0.222,0.267,0.227,0.293,0.449,0.308,0.335,91,-2.7,-7.2,-11.4,-0.4
215,Jean Segura,PHI,144,618,12,79,60,10,4.90%,11.80%,0.141,0.302,0.28,0.323,0.42,0.315,0.31,91,3.3,-3.9,0.7,1.6
216,Starlin Castro,MIA,162,676,22,68,86,2,4.10%,16.40%,0.165,0.293,0.27,0.3,0.436,0.307,0.314,91,1.2,-6.8,10.5,2.5
217,Nick Ahmed,ARI,158,625,19,79,82,8,8.30%,18.10%,0.183,0.28,0.254,0.316,0.437,0.315,0.321,91,3.4,-4.1,19.1,3.4
218,Randal Grichuk,TOR,151,628,31,75,80,2,5.60%,26.00%,0.225,0.266,0.232,0.28,0.457,0.307,0.304,90,-0.3,-8.1,-3.9,1
219,Josh Naylor,SDP,94,279,8,29,32,1,9.00%,22.90%,0.154,0.302,0.249,0.315,0.403,0.306,0.298,90,-0.8,-4.4,-6.5,-0.2
220,Tim Locastro,ARI,91,250,1,38,17,17,5.60%,17.60%,0.09,0.31,0.25,0.357,0.34,0.314,0.295,90,3.6,0.4,0.1,0.8
221,Miguel Rojas,MIA,132,526,5,52,46,9,6.10%,11.80%,0.095,0.314,0.284,0.331,0.379,0.305,0.303,90,-1.4,-8.3,4.5,1.3
222,Albert Pujols,LAA,131,545,23,55,93,3,7.90%,12.50%,0.185,0.238,0.244,0.305,0.43,0.308,0.319,90,-1.4,-8.4,-14.7,-0.3
223,Jurickson Profar,OAK,139,518,20,65,67,9,9.30%,14.50%,0.192,0.218,0.218,0.301,0.41,0.301,0.328,90,1.7,-5.2,-3.2,1
224,Jackie Bradley Jr.,BOS,147,567,21,69,62,8,9.90%,27.30%,0.196,0.281,0.225,0.317,0.421,0.314,0.318,89,-1.5,-9.1,8.2,1.9
225,Freddy Galvis,2 Tms,147,589,23,67,70,4,4.80%,24.60%,0.178,0.312,0.26,0.296,0.438,0.307,0.28,89,-0.5,-8.7,10.7,2.2
226,Justin Upton,LAA,63,256,12,34,40,1,12.50%,30.50%,0.201,0.261,0.215,0.309,0.416,0.307,0.317,89,-0.2,-3.8,-8.7,-0.3
227,Ryan McMahon,COL,141,539,24,70,83,5,10.40%,29.70%,0.2,0.323,0.25,0.329,0.45,0.33,0.325,89,-0.1,-7.9,-0.5,0.8
228,Jesús Aguilar,2 Tms,131,369,12,39,50,0,11.70%,22.00%,0.153,0.272,0.236,0.325,0.389,0.307,0.333,89,-1.9,-7.4,-5.7,-0.1
229,Dylan Moore,SEA,113,282,9,31,28,11,8.90%,33.00%,0.182,0.29,0.206,0.302,0.389,0.299,0.277,88,-0.4,-4.6,3.5,0.9
230,Yadier Molina,STL,113,452,10,45,57,6,5.10%,12.80%,0.129,0.289,0.27,0.312,0.399,0.303,0.322,88,0.3,-6.7,11.7,1.9
231,Josh VanMeter,CIN,95,260,8,33,23,9,11.20%,21.50%,0.171,0.279,0.237,0.327,0.408,0.316,0.325,88,0.4,-3.7,-3.2,0.1
232,Robbie Grossman,OAK,138,482,6,57,38,9,12.20%,17.80%,0.107,0.288,0.24,0.334,0.348,0.299,0.326,88,1.3,-6.1,-2.9,0.8
233,Brian McCann,ATL,85,316,12,28,45,0,9.80%,16.80%,0.162,0.261,0.249,0.323,0.412,0.311,0.313,88,-2.4,-7.5,6.5,0.9
234,Daniel Murphy,COL,132,478,13,56,78,1,6.70%,15.50%,0.174,0.307,0.279,0.328,0.452,0.328,0.29,88,-2.2,-9.9,-12.2,-0.7
235,Ian Desmond,COL,140,482,20,64,65,3,7.10%,24.70%,0.223,0.304,0.255,0.31,0.479,0.328,0.339,88,0.1,-7.7,-9,-0.1
236,Nick Senzel,CIN,104,414,12,55,42,14,7.20%,24.40%,0.171,0.319,0.256,0.315,0.427,0.315,0.305,87,1.6,-5.3,0.1,0.8
237,Chad Pinder,OAK,124,370,13,45,47,0,5.40%,23.80%,0.176,0.284,0.24,0.29,0.416,0.298,0.319,87,-0.1,-6.1,-3.4,0.4
238,Tyler Flowers,ATL,85,310,11,36,34,0,10.00%,33.90%,0.185,0.325,0.229,0.319,0.413,0.31,0.289,87,-2.5,-7.9,12.4,1.4
239,Brandon Dixon,DET,118,420,15,41,52,5,5.00%,32.40%,0.187,0.336,0.248,0.29,0.435,0.303,0.308,87,0.7,-6.5,-5.8,0.3
240,Ben Gamel,MIL,134,356,7,47,33,2,11.20%,29.20%,0.125,0.347,0.248,0.337,0.373,0.308,0.297,87,0.2,-6.1,-0.5,0.5
241,J.P. Crawford,SEA,93,396,7,43,46,5,10.90%,21.00%,0.145,0.275,0.226,0.313,0.371,0.296,0.292,87,0.2,-6.6,3.2,1.1
242,Adam Jones,ARI,137,528,16,66,67,2,5.90%,19.10%,0.155,0.296,0.26,0.313,0.414,0.308,0.319,87,-1,-10.3,-11.2,-0.5
243,Enrique Hernández,LAD,130,460,17,57,64,4,7.80%,21.10%,0.174,0.266,0.237,0.304,0.411,0.301,0.304,86,2.2,-6.1,-0.1,0.8
244,Jason Kipnis,CLE,121,511,17,52,65,7,7.80%,17.20%,0.166,0.265,0.245,0.304,0.41,0.301,0.316,86,0.9,-8.5,-6.3,0.4
245,Matt Adams,WSN,111,333,20,42,56,0,6.00%,34.50%,0.239,0.284,0.226,0.276,0.465,0.306,0.32,85,-1.8,-8.4,-4.2,-0.2
246,Jake Marisnick,HOU,120,318,10,46,34,10,5.30%,29.90%,0.178,0.31,0.233,0.289,0.411,0.297,0.259,85,1.3,-4.9,3.6,1
247,Austin Riley,ATL,80,297,18,41,49,0,5.40%,36.40%,0.245,0.293,0.226,0.279,0.471,0.307,0.309,85,-1.1,-7.1,-1.9,0
248,Buster Posey,SFG,114,445,7,43,38,0,7.60%,16.00%,0.111,0.296,0.257,0.32,0.368,0.298,0.31,84,-3.5,-12.7,20.6,2.1
249,Melky Cabrera,PIT,133,397,7,43,47,2,4.30%,10.30%,0.119,0.3,0.28,0.313,0.399,0.301,0.298,84,-0.5,-8.7,-7.5,-0.4
250,Kevin Pillar,2 Tms,161,645,21,83,88,14,2.80%,13.80%,0.173,0.27,0.259,0.287,0.432,0.298,0.3,84,3,-10.4,-3.9,0.6
251,Didi Gregorius,NYY,82,344,16,47,61,2,4.90%,15.40%,0.204,0.237,0.238,0.276,0.441,0.297,0.292,84,0.9,-6.3,-10.9,-0.5
252,Manuel Margot,SDP,151,441,12,59,37,20,8.60%,20.00%,0.153,0.272,0.234,0.304,0.387,0.296,0.276,84,3.6,-6,8.9,1.6
253,Luis Rengifo,LAA,108,406,7,44,33,2,9.90%,22.90%,0.126,0.3,0.238,0.321,0.364,0.298,0.306,83,0.7,-8.1,-0.8,0.6
254,Lorenzo Cain,MIL,148,623,11,75,48,18,8.00%,17.00%,0.112,0.301,0.26,0.325,0.372,0.302,0.335,83,1.7,-12.4,7.1,1.4
255,Josh Phegley,OAK,106,342,12,44,62,0,4.40%,18.40%,0.172,0.258,0.239,0.282,0.411,0.291,0.286,83,-2,-9.6,-1.8,0.1
256,Dwight Smith Jr.,BAL,101,392,13,46,53,5,6.60%,20.90%,0.171,0.274,0.241,0.297,0.412,0.299,0.29,83,1,-7.7,-12.6,-0.6
257,Harrison Bader,STL,128,406,12,54,39,11,11.30%,28.80%,0.161,0.268,0.205,0.314,0.366,0.293,0.312,82,2.6,-6.9,10.1,1.6
258,Jake Bauers,CLE,117,423,12,46,43,3,10.60%,27.20%,0.145,0.29,0.226,0.312,0.371,0.296,0.293,82,-1.5,-11.2,-11.1,-0.7
259,Leury García,CHW,140,618,8,93,40,15,3.40%,22.50%,0.099,0.353,0.279,0.31,0.378,0.294,0.272,82,2.6,-11.8,2.9,1.3
260,Jose Iglesias,CIN,146,530,11,62,59,6,3.80%,13.20%,0.119,0.315,0.288,0.318,0.407,0.306,0.284,82,-1.3,-14.2,16.1,1.8
261,Adalberto Mondesi,KCR,102,443,9,58,62,43,4.30%,29.80%,0.161,0.357,0.263,0.291,0.424,0.298,0.283,81,9.1,-1.4,12,2.6
262,Khris Davis,OAK,133,533,23,61,73,0,8.80%,27.40%,0.166,0.264,0.22,0.293,0.387,0.289,0.317,81,-2.6,-15.4,-13.7,-1
263,Christin Stewart,DET,104,416,10,32,40,0,8.20%,24.80%,0.154,0.29,0.233,0.305,0.388,0.294,0.321,80,-2,-12.6,-11.1,-0.8
264,Billy McKinney,TOR,84,276,12,37,28,0,6.90%,26.40%,0.207,0.25,0.215,0.274,0.422,0.291,0.278,80,-0.2,-7.2,-7.9,-0.5
265,Ronald Guzmán,TEX,87,295,10,34,36,1,10.80%,29.50%,0.195,0.282,0.219,0.308,0.414,0.306,0.327,80,-2.8,-10.4,-8.1,-0.8
266,Yan Gomes,WSN,97,358,12,36,43,2,10.60%,23.50%,0.166,0.265,0.223,0.316,0.389,0.298,0.302,80,-0.7,-10.2,7.7,0.9
267,Harold Castro,DET,97,369,5,30,38,4,2.40%,23.30%,0.093,0.367,0.291,0.305,0.384,0.292,0.279,79,1,-8.8,-6.1,-0.2
268,Kevin Kiermaier,TBR,129,480,14,60,55,19,5.40%,21.70%,0.17,0.267,0.228,0.278,0.398,0.284,0.296,79,5.2,-7.6,15.7,2.5
269,Rio Ruiz,BAL,127,413,12,35,46,0,9.70%,21.30%,0.143,0.272,0.232,0.306,0.376,0.294,0.292,79,-2,-13.2,-3.8,-0.2
270,Tucker Barnhart,CIN,114,364,11,32,40,1,12.10%,22.80%,0.149,0.278,0.231,0.328,0.38,0.301,0.284,78,-1.9,-12.4,11.6,1
271,Andrelton Simmons,LAA,103,424,7,47,40,10,5.70%,8.70%,0.101,0.277,0.264,0.309,0.364,0.29,0.273,78,0.8,-11.3,18,2.1
272,Dee Strange-Gordon,SEA,117,421,3,36,34,22,4.30%,14.50%,0.084,0.313,0.275,0.304,0.359,0.282,0.263,77,4.7,-7.5,-0.1,0.7
273,Rougned Odor,TEX,145,581,30,77,93,11,9.00%,30.60%,0.234,0.244,0.205,0.283,0.439,0.302,0.321,77,-0.2,-17.3,4.6,0.8
274,Welington Castillo,CHW,72,251,12,19,41,0,6.40%,29.50%,0.209,0.247,0.209,0.267,0.417,0.287,0.3,77,-2.7,-10.3,-8.7,-1
275,Tony Kemp,2 Tms,110,279,8,31,29,4,8.20%,16.80%,0.167,0.227,0.212,0.291,0.38,0.285,0.258,76,-1.3,-10.1,4.4,0.4
276,Elvis Andrus,TEX,147,648,12,81,72,31,5.20%,14.80%,0.118,0.305,0.275,0.313,0.393,0.3,0.311,76,3.3,-16.8,13.6,2
277,Joe Panik,2 Tms,142,491,5,50,39,4,8.80%,9.60%,0.091,0.262,0.244,0.315,0.336,0.284,0.306,76,-1.4,-17.1,5.9,0.4
278,Martín Maldonado,3 Tms,105,374,12,46,27,0,8.60%,23.00%,0.165,0.25,0.213,0.293,0.378,0.288,0.297,76,-3.2,-14.9,9.5,0.8
279,Logan Forsythe,TEX,101,367,7,38,39,2,12.00%,27.20%,0.126,0.307,0.227,0.325,0.353,0.298,0.32,75,0.5,-11.3,-8.2,-0.6
280,Mallex Smith,SEA,134,566,6,70,37,46,7.40%,24.90%,0.108,0.302,0.227,0.3,0.335,0.278,0.256,74,9.5,-9,2.8,1.4
281,Gerardo Parra,2 Tms,119,301,9,38,48,8,6.30%,19.60%,0.157,0.264,0.234,0.293,0.391,0.288,0.296,74,0.5,-9.7,-2,-0.2
282,Jonathan Lucroy,2 Tms,101,328,8,30,36,0,8.20%,15.50%,0.123,0.253,0.232,0.305,0.355,0.286,0.298,74,-1.7,-12.6,-1.8,-0.3
283,Cheslor Cuthbert,KCR,87,330,9,24,40,1,5.80%,20.30%,0.133,0.288,0.246,0.294,0.379,0.287,0.293,74,0.3,-10.7,-9,-0.8
284,Raimel Tapia,COL,138,447,9,54,44,9,4.70%,22.40%,0.141,0.341,0.275,0.309,0.415,0.307,0.285,74,-1,-16.3,-0.6,-0.3
285,Stevie Wilkerson,BAL,119,361,10,41,35,3,6.10%,29.90%,0.158,0.3,0.225,0.286,0.383,0.286,0.253,73,-1.1,-13.5,-7.7,-0.8
286,Brandon Crawford,SFG,147,560,11,58,59,3,9.50%,20.90%,0.122,0.274,0.228,0.304,0.35,0.281,0.306,73,-0.9,-20.8,9.8,0.7
287,Joey Wendle,TBR,75,263,3,32,19,8,5.30%,17.90%,0.109,0.272,0.231,0.293,0.34,0.275,0.294,73,1.4,-7.7,3.4,0.5
288,Jeimer Candelario,DET,94,386,8,33,32,3,11.10%,25.60%,0.134,0.262,0.203,0.306,0.337,0.283,0.308,73,0.5,-12.8,1.3,0.2
289,Ronny Rodríguez,DET,84,294,14,29,43,3,4.40%,27.90%,0.217,0.254,0.221,0.252,0.438,0.283,0.289,73,0.7,-9.4,-1,0
290,Yolmer Sánchez,CHW,149,555,2,59,43,5,7.90%,21.10%,0.069,0.324,0.252,0.318,0.321,0.281,0.274,73,0.9,-18.5,2,0.4
291,Delino DeShields,TEX,118,408,4,42,32,24,9.30%,24.50%,0.098,0.333,0.249,0.325,0.347,0.295,0.273,72,3,-11.4,4.1,0.7
292,Ian Kinsler,SDP,87,281,9,28,22,2,6.80%,19.20%,0.151,0.24,0.217,0.278,0.368,0.277,0.254,71,-1.9,-12.7,4.7,0.1
293,Curtis Granderson,MIA,138,363,12,44,34,0,11.30%,27.00%,0.174,0.22,0.183,0.281,0.356,0.275,0.306,70,-4.7,-18.9,-3.5,-1
294,Tyler White,2 Tms,83,279,3,18,23,0,12.90%,28.00%,0.096,0.29,0.208,0.308,0.304,0.274,0.273,70,-1.3,-12.3,-4.4,-0.6
295,Maikel Franco,PHI,123,428,17,48,56,0,8.40%,14.30%,0.175,0.236,0.234,0.297,0.409,0.281,0.298,69,-1.5,-19,-0.5,-0.6
296,Danny Jansen,TOR,107,384,13,41,43,0,8.10%,20.60%,0.153,0.23,0.207,0.279,0.36,0.275,0.312,69,-0.5,-15.8,20.6,1.8
297,Jarrod Dyson,ARI,130,452,7,65,27,30,10.40%,19.00%,0.09,0.275,0.23,0.313,0.32,0.281,0.273,68,6.7,-12.1,4.3,0.6
298,Ryan O'Hearn,KCR,105,370,14,32,38,0,10.50%,26.80%,0.174,0.23,0.195,0.281,0.369,0.278,0.31,68,-0.9,-15.9,-8.5,-1.1
299,Greg Allen,CLE,89,256,4,30,27,8,4.30%,20.70%,0.117,0.28,0.229,0.29,0.346,0.274,0.275,67,1.5,-9.2,3.1,0.3
300,Brandon Drury,TOR,120,447,15,43,41,0,5.60%,25.30%,0.163,0.259,0.218,0.262,0.38,0.271,0.306,66,-0.9,-20.3,2.9,-0.1
301,Dawel Lugo,DET,77,288,6,28,26,0,2.80%,20.50%,0.136,0.288,0.245,0.271,0.381,0.272,0.287,66,-0.2,-12.9,0.6,-0.2
302,Yonder Alonso,2 Tms,121,335,10,34,37,0,11.60%,20.90%,0.147,0.224,0.199,0.296,0.346,0.277,0.305,66,-2.7,-17.4,-6.9,-1.2
303,Garrett Hampson,COL,105,327,8,40,27,15,7.30%,26.90%,0.137,0.322,0.247,0.302,0.385,0.292,0.265,64,2,-13.4,0.6,-0.2
304,Leonys Martin,CLE,65,264,9,32,19,4,8.00%,29.50%,0.144,0.255,0.199,0.276,0.343,0.269,0.262,64,-1.5,-13.7,-0.7,-0.5
305,Steven Duggar,SFG,73,281,4,26,28,1,5.70%,27.80%,0.107,0.313,0.234,0.278,0.341,0.265,0.265,63,-1.2,-14.9,0.6,-0.5
306,Tony Wolters,COL,121,411,1,42,42,0,8.80%,16.50%,0.067,0.314,0.262,0.337,0.329,0.29,0.286,63,-1,-21,5.2,-0.3
307,Albert Almora Jr.,CHC,130,363,12,41,32,2,4.40%,17.10%,0.145,0.255,0.236,0.271,0.381,0.271,0.285,62,0.3,-17.7,-0.1,-0.6
308,Juan Lagares,NYM,133,285,5,38,27,4,7.70%,26.30%,0.112,0.279,0.213,0.279,0.326,0.258,0.254,61,1,-13.6,4.2,0
309,Orlando Arcia,MIL,152,546,15,51,59,8,7.90%,20.00%,0.128,0.253,0.223,0.283,0.35,0.269,0.277,61,0.5,-27.6,0.7,-0.9
310,Elias Díaz,PIT,101,332,2,31,28,0,6.90%,16.90%,0.066,0.286,0.241,0.296,0.307,0.265,0.277,61,-0.7,-17.9,-6.9,-1.4
311,José Peraza,CIN,141,403,6,37,33,7,4.20%,14.40%,0.106,0.268,0.239,0.285,0.346,0.272,0.297,59,-1.4,-23,6.9,-0.3
312,Chris Davis,BAL,105,352,12,26,36,0,11.10%,39.50%,0.147,0.27,0.179,0.276,0.326,0.263,0.292,58,-0.4,-19.4,-5.7,-1.2
313,John Hicks,DET,95,333,13,29,35,1,3.90%,32.70%,0.169,0.273,0.21,0.24,0.379,0.259,0.248,57,-3.1,-21.4,-3.3,-1.2
314,Nicky Lopez,KCR,103,402,2,44,30,1,4.50%,12.70%,0.084,0.273,0.24,0.276,0.325,0.26,0.242,56,2,-20.8,3.4,-0.3
315,Richie Martin,BAL,120,309,6,29,23,10,4.50%,26.90%,0.113,0.272,0.208,0.26,0.322,0.252,0.245,50,1.1,-18.6,2.6,-0.5
316,Billy Hamilton,2 Tms,119,353,0,41,15,22,9.10%,24.60%,0.057,0.299,0.218,0.289,0.275,0.251,0.254,49,5.1,-17.8,3.1,-0.2
317,Martín Prado,MIA,104,260,2,26,15,0,4.60%,15.80%,0.061,0.268,0.233,0.265,0.294,0.243,0.273,49,-1.3,-18.7,-2.2,-1.2
318,Austin Hedges,SDP,102,347,11,28,36,1,7.80%,31.40%,0.135,0.228,0.176,0.252,0.311,0.242,0.265,48,-2.2,-25.8,29,1.4
319,Travis Shaw,MIL,86,270,7,22,16,0,13.30%,33.00%,0.113,0.216,0.157,0.281,0.27,0.248,0.285,47,-0.1,-18.9,-2,-1.2
320,Mike Zunino,TBR,90,289,9,30,32,0,6.90%,33.90%,0.147,0.22,0.165,0.232,0.312,0.235,0.274,46,-0.1,-19.9,15.3,0.6
